Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1404,0.47,0.26,0.08,0.03,0.02,0.03,0.02,0.02,0.05,0.02
1405,0.39,0.08,0.09,0.05,0.13,0.09,0.02,0.07,0.08,0.0
1406,0.35,0.09,0.05,0.04,0.09,0.09,0.08,0.14,0.04,0.03
1407,0.33,0.2,0.08,0.09,0.07,0.05,0.02,0.06,0.06,0.04
1408,0.33,0.24,0.01,0.19,0.02,0.01,0.04,0.06,0.05,0.05
1409,0.21,0.15,0.37,0.02,0.05,0.08,0.04,0.02,0.04,0.02
1410,0.31,0.15,0.16,0.06,0.11,0.12,0.01,0.03,0.03,0.02
1411,0.34,0.07,0.03,0.09,0.14,0.19,0.03,0.07,0.01,0.03
1412,0.59,0.06,0.07,0.02,0.06,0.03,0.01,0.12,0.01,0.03
1413,0.37,0.34,0.06,0.05,0.03,0.06,0.05,0.0,0.02,0.02
1414,0.6,0.17,0.05,0.06,0.03,0.0,0.07,0.01,0.0,0.01
1415,0.46,0.15,0.07,0.06,0.08,0.1,0.02,0.04,0.0,0.02
1416,0.72,0.01,0.01,0.06,0.02,0.06,0.05,0.07,0.0,0.0
1417,0.4,0.11,0.02,0.09,0.15,0.09,0.03,0.05,0.03,0.03
1418,0.73,0.04,0.01,0.03,0.1,0.03,0.01,0.03,0.01,0.01
1419,0.38,0.14,0.15,0.06,0.07,0.15,0.03,0.02,0.0,0.0
1420,0.41,0.27,0.12,0.07,0.02,0.03,0.03,0.02,0.01,0.02
1421,0.43,0.23,0.15,0.05,0.02,0.05,0.03,0.01,0.02,0.01
1422,0.51,0.01,0.06,0.05,0.11,0.16,0.01,0.05,0.02,0.02
1423,0.35,0.11,0.04,0.19,0.05,0.04,0.08,0.07,0.01,0.06
1424,0.44,0.27,0.05,0.05,0.04,0.06,0.05,0.02,0.02,0.0
1425,0.42,0.18,0.07,0.08,0.13,0.06,0.01,0.03,0.01,0.01
1426,0.59,0.04,0.04,0.02,0.03,0.02,0.04,0.17,0.03,0.02
1427,0.34,0.16,0.13,0.12,0.04,0.12,0.03,0.01,0.03,0.02
1428,0.46,0.1,0.03,0.12,0.04,0.08,0.07,0.05,0.04,0.01
1429,0.23,0.29,0.14,0.08,0.03,0.11,0.06,0.01,0.04,0.01
1430,0.6,0.06,0.01,0.03,0.1,0.04,0.03,0.1,0.02,0.01
1431,0.66,0.11,0.07,0.01,0.02,0.03,0.04,0.03,0.01,0.02
1432,0.61,0.06,0.04,0.01,0.02,0.04,0.09,0.07,0.01,0.05
1433,0.51,0.1,0.02,0.12,0.05,0.07,0.03,0.06,0.03,0.01
1434,0.3,0.27,0.07,0.05,0.09,0.08,0.05,0.01,0.08,0.0
1435,0.44,0.08,0.13,0.04,0.05,0.15,0.01,0.0,0.1,0.0
1436,0.27,0.21,0.33,0.0,0.05,0.06,0.02,0.02,0.02,0.02
1437,0.16,0.57,0.1,0.03,0.02,0.11,0.0,0.0,0.01,0.0
1438,0.24,0.18,0.31,0.01,0.04,0.1,0.03,0.02,0.05,0.02
1439,0.3,0.08,0.23,0.05,0.1,0.12,0.03,0.06,0.02,0.01
1440,0.16,0.3,0.17,0.02,0.05,0.08,0.08,0.0,0.07,0.07
1441,0.63,0.09,0.02,0.06,0.06,0.04,0.02,0.04,0.0,0.04
1442,0.63,0.11,0.03,0.07,0.02,0.02,0.02,0.08,0.0,0.02
1443,0.64,0.08,0.02,0.04,0.09,0.03,0.03,0.03,0.04,0.0
1444,0.64,0.12,0.02,0.04,0.05,0.03,0.03,0.04,0.01,0.02
1445,0.82,0.04,0.02,0.0,0.02,0.02,0.01,0.04,0.0,0.03
1446,0.45,0.25,0.05,0.08,0.06,0.03,0.03,0.0,0.01,0.04
1447,0.29,0.13,0.26,0.02,0.11,0.1,0.03,0.01,0.04,0.01
1448,0.36,0.26,0.09,0.09,0.04,0.07,0.03,0.01,0.01,0.04
1449,0.81,0.06,0.03,0.0,0.02,0.01,0.05,0.02,0.0,0.0
1450,0.79,0.03,0.04,0.0,0.03,0.02,0.04,0.04,0.0,0.01
1451,0.33,0.16,0.02,0.19,0.09,0.08,0.02,0.05,0.01,0.05
1452,0.6,0.07,0.0,0.1,0.08,0.05,0.03,0.03,0.01,0.03
1453,0.74,0.11,0.0,0.01,0.03,0.0,0.06,0.05,0.0,0.0
1454,0.57,0.09,0.04,0.02,0.13,0.07,0.02,0.03,0.03,0.0
1455,0.54,0.12,0.03,0.07,0.07,0.02,0.08,0.04,0.01,0.02
1456,0.61,0.1,0.04,0.05,0.03,0.07,0.02,0.04,0.01,0.03
1457,0.5,0.09,0.07,0.01,0.09,0.09,0.01,0.08,0.05,0.01
1458,0.3,0.09,0.09,0.05,0.06,0.1,0.07,0.18,0.04,0.02
1459,0.2,0.19,0.17,0.07,0.06,0.19,0.06,0.02,0.03,0.01
1460,0.63,0.18,0.03,0.02,0.02,0.03,0.03,0.03,0.0,0.03
1461,0.42,0.27,0.06,0.0,0.07,0.05,0.08,0.02,0.01,0.02
1462,0.62,0.17,0.03,0.05,0.03,0.06,0.03,0.0,0.0,0.01
1463,0.74,0.07,0.05,0.06,0.05,0.02,0.01,0.0,0.0,0.0
1464,0.46,0.17,0.11,0.09,0.04,0.04,0.02,0.03,0.01,0.03
1465,0.41,0.11,0.14,0.02,0.06,0.17,0.01,0.05,0.02,0.01
1466,0.25,0.13,0.19,0.08,0.01,0.07,0.04,0.1,0.07,0.06
1467,0.53,0.14,0.02,0.09,0.02,0.08,0.06,0.02,0.0,0.04
1468,0.41,0.09,0.04,0.11,0.05,0.16,0.04,0.09,0.0,0.01
1469,0.42,0.07,0.01,0.23,0.03,0.06,0.09,0.03,0.03,0.03
1470,0.61,0.02,0.09,0.07,0.04,0.04,0.03,0.03,0.05,0.02
1471,0.38,0.19,0.02,0.09,0.09,0.05,0.1,0.05,0.02,0.01
1472,0.47,0.11,0.17,0.04,0.04,0.07,0.02,0.06,0.02,0.0
1473,0.69,0.12,0.06,0.04,0.0,0.03,0.01,0.01,0.02,0.02
1474,0.6,0.09,0.09,0.01,0.03,0.03,0.02,0.09,0.0,0.04
1475,0.35,0.27,0.11,0.08,0.02,0.14,0.01,0.01,0.01,0.0
1476,0.32,0.11,0.24,0.04,0.06,0.1,0.03,0.05,0.03,0.02
1477,0.43,0.26,0.03,0.09,0.05,0.01,0.04,0.04,0.02,0.03
1478,0.67,0.11,0.01,0.02,0.04,0.03,0.04,0.04,0.03,0.01
1479,0.49,0.08,0.02,0.16,0.06,0.05,0.06,0.04,0.0,0.04
1480,0.7,0.06,0.01,0.02,0.04,0.02,0.03,0.06,0.03,0.03
1481,0.24,0.08,0.38,0.03,0.02,0.09,0.03,0.01,0.09,0.03
1482,0.27,0.06,0.39,0.05,0.03,0.05,0.02,0.04,0.05,0.04
1483,0.47,0.11,0.02,0.12,0.05,0.03,0.05,0.08,0.05,0.02
1484,0.25,0.16,0.12,0.22,0.06,0.01,0.1,0.02,0.01,0.05
1485,0.77,0.06,0.05,0.03,0.01,0.02,0.02,0.02,0.0,0.02
1486,0.42,0.09,0.02,0.17,0.05,0.14,0.04,0.05,0.02,0.0
1487,0.64,0.08,0.06,0.06,0.04,0.03,0.03,0.02,0.02,0.02
1488,0.54,0.08,0.04,0.09,0.07,0.09,0.05,0.01,0.01,0.02
1489,0.62,0.17,0.02,0.09,0.03,0.03,0.01,0.02,0.0,0.01
1490,0.32,0.08,0.1,0.05,0.05,0.14,0.05,0.16,0.01,0.04
1491,0.55,0.2,0.02,0.06,0.03,0.06,0.05,0.01,0.01,0.01
1492,0.4,0.08,0.1,0.03,0.06,0.1,0.03,0.13,0.03,0.04
1493,0.45,0.12,0.03,0.02,0.07,0.11,0.02,0.14,0.03,0.01
1494,0.21,0.15,0.2,0.11,0.09,0.04,0.05,0.02,0.05,0.08
1495,0.51,0.04,0.07,0.06,0.08,0.09,0.02,0.1,0.02,0.01
1496,0.4,0.37,0.03,0.06,0.02,0.01,0.06,0.01,0.02,0.02
1497,0.51,0.12,0.03,0.03,0.09,0.05,0.07,0.08,0.0,0.02
1498,0.21,0.31,0.04,0.17,0.02,0.06,0.08,0.02,0.05,0.04
1499,0.79,0.07,0.01,0.03,0.01,0.0,0.01,0.06,0.0,0.02
1500,0.34,0.44,0.03,0.05,0.02,0.05,0.01,0.02,0.01,0.03
1501,0.25,0.11,0.09,0.06,0.05,0.19,0.01,0.04,0.15,0.05
1502,0.63,0.14,0.07,0.03,0.05,0.03,0.02,0.0,0.01,0.02
1503,0.51,0.06,0.07,0.06,0.09,0.03,0.02,0.06,0.04,0.06
1504,0.46,0.19,0.05,0.07,0.04,0.09,0.03,0.04,0.01,0.02
1505,0.76,0.04,0.01,0.02,0.04,0.01,0.03,0.05,0.01,0.03
1506,0.79,0.02,0.01,0.02,0.04,0.04,0.02,0.02,0.01,0.03
1507,0.43,0.13,0.17,0.09,0.0,0.05,0.01,0.06,0.0,0.06
1508,0.8,0.09,0.03,0.02,0.02,0.0,0.0,0.04,0.0,0.0
1509,0.52,0.12,0.05,0.08,0.08,0.05,0.04,0.04,0.01,0.01
1510,0.52,0.06,0.03,0.04,0.05,0.03,0.09,0.13,0.02,0.03
1511,0.62,0.1,0.04,0.04,0.02,0.06,0.05,0.04,0.03,0.0
1512,0.52,0.3,0.0,0.05,0.03,0.03,0.05,0.02,0.0,0.0
1513,0.76,0.12,0.03,0.02,0.03,0.02,0.02,0.0,0.0,0.0
1514,0.36,0.03,0.13,0.02,0.09,0.1,0.11,0.06,0.06,0.04
1515,0.7,0.12,0.03,0.03,0.05,0.01,0.02,0.02,0.01,0.01
1516,0.49,0.06,0.0,0.09,0.13,0.05,0.04,0.1,0.02,0.02
1517,0.4,0.08,0.04,0.05,0.08,0.08,0.06,0.12,0.05,0.04
1518,0.52,0.15,0.02,0.15,0.03,0.04,0.05,0.02,0.01,0.01
1519,0.63,0.08,0.01,0.06,0.05,0.03,0.03,0.04,0.03,0.04
1520,0.52,0.09,0.03,0.04,0.1,0.03,0.05,0.1,0.0,0.04
1521,0.66,0.06,0.01,0.04,0.06,0.03,0.01,0.11,0.01,0.01
1522,0.57,0.04,0.0,0.06,0.06,0.03,0.04,0.16,0.02,0.02
1523,0.72,0.03,0.0,0.05,0.02,0.06,0.05,0.05,0.02,0.0
1524,0.27,0.18,0.1,0.11,0.05,0.08,0.03,0.09,0.07,0.02
1525,0.25,0.09,0.07,0.13,0.13,0.13,0.08,0.03,0.02,0.07
1526,0.53,0.2,0.04,0.05,0.02,0.01,0.03,0.09,0.01,0.02
1527,0.71,0.05,0.04,0.03,0.05,0.03,0.03,0.02,0.01,0.03
1528,0.53,0.18,0.04,0.04,0.09,0.03,0.05,0.03,0.0,0.01
1529,0.42,0.03,0.05,0.15,0.05,0.11,0.02,0.13,0.01,0.03
1530,0.53,0.06,0.06,0.05,0.06,0.08,0.05,0.07,0.03,0.01
1531,0.43,0.07,0.05,0.12,0.13,0.06,0.05,0.04,0.01,0.04
1532,0.84,0.05,0.04,0.01,0.01,0.01,0.0,0.01,0.0,0.03
1533,0.52,0.25,0.02,0.1,0.0,0.04,0.01,0.05,0.0,0.01
1534,0.34,0.2,0.1,0.19,0.02,0.06,0.0,0.02,0.01,0.06
1535,0.6,0.03,0.03,0.03,0.07,0.02,0.08,0.09,0.01,0.04
1536,0.55,0.21,0.07,0.03,0.02,0.02,0.02,0.02,0.03,0.03
1537,0.64,0.08,0.02,0.14,0.01,0.07,0.03,0.01,0.0,0.0
1538,0.57,0.1,0.05,0.05,0.03,0.07,0.01,0.05,0.06,0.01
1539,0.53,0.14,0.08,0.05,0.03,0.07,0.02,0.02,0.02,0.04
1540,0.27,0.26,0.12,0.12,0.05,0.09,0.03,0.02,0.03,0.01
1541,0.51,0.07,0.07,0.05,0.08,0.11,0.04,0.03,0.01,0.03
1542,0.76,0.04,0.04,0.02,0.01,0.03,0.04,0.03,0.01,0.02
1543,0.71,0.1,0.02,0.09,0.04,0.01,0.02,0.01,0.0,0.0
1544,0.36,0.12,0.03,0.2,0.03,0.08,0.07,0.04,0.02,0.05
1545,0.53,0.28,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.0
1546,0.56,0.21,0.02,0.03,0.04,0.04,0.04,0.01,0.02,0.03
1547,0.72,0.12,0.01,0.0,0.02,0.02,0.01,0.07,0.0,0.03
1548,0.56,0.09,0.01,0.06,0.04,0.08,0.04,0.08,0.0,0.04
1549,0.68,0.03,0.0,0.07,0.05,0.09,0.01,0.04,0.0,0.03
1550,0.72,0.1,0.04,0.03,0.03,0.02,0.0,0.03,0.01,0.02
1551,0.61,0.04,0.01,0.03,0.07,0.05,0.02,0.07,0.04,0.06
1552,0.56,0.13,0.03,0.11,0.03,0.05,0.06,0.02,0.01,0.0
1553,0.53,0.15,0.04,0.06,0.1,0.06,0.03,0.0,0.01,0.02
1554,0.35,0.1,0.05,0.03,0.14,0.09,0.0,0.21,0.02,0.01
1555,0.37,0.19,0.1,0.03,0.02,0.12,0.04,0.08,0.02,0.03
1556,0.3,0.22,0.05,0.15,0.05,0.08,0.04,0.04,0.02,0.05
1557,0.65,0.1,0.04,0.03,0.06,0.03,0.0,0.05,0.0,0.04
1558,0.54,0.11,0.01,0.05,0.02,0.06,0.05,0.1,0.02,0.04
1559,0.63,0.12,0.05,0.02,0.04,0.02,0.07,0.02,0.02,0.01
1560,0.46,0.07,0.07,0.14,0.06,0.09,0.02,0.04,0.01,0.04
1561,0.66,0.06,0.0,0.01,0.07,0.06,0.03,0.07,0.0,0.04
1562,0.5,0.21,0.03,0.11,0.01,0.07,0.02,0.04,0.0,0.01
1563,0.62,0.1,0.04,0.06,0.05,0.03,0.03,0.05,0.01,0.01
1564,0.39,0.08,0.09,0.07,0.13,0.1,0.05,0.03,0.03,0.03
1565,0.48,0.12,0.09,0.02,0.07,0.06,0.02,0.1,0.03,0.01
1566,0.43,0.1,0.09,0.11,0.03,0.12,0.08,0.01,0.03,0.0
1567,0.36,0.14,0.15,0.04,0.05,0.08,0.02,0.05,0.09,0.02
1568,0.1,0.12,0.6,0.03,0.02,0.05,0.01,0.02,0.04,0.01
1569,0.53,0.05,0.01,0.03,0.08,0.05,0.02,0.18,0.02,0.03
1570,0.22,0.3,0.25,0.03,0.05,0.08,0.04,0.01,0.0,0.02
1571,0.21,0.37,0.06,0.15,0.03,0.07,0.04,0.02,0.04,0.01
1572,0.2,0.16,0.38,0.05,0.06,0.06,0.01,0.03,0.03,0.02
1573,0.61,0.09,0.02,0.04,0.05,0.07,0.03,0.06,0.01,0.02
1574,0.35,0.15,0.21,0.06,0.05,0.08,0.03,0.04,0.0,0.03
1575,0.48,0.07,0.03,0.07,0.09,0.12,0.05,0.04,0.03,0.02
1576,0.75,0.06,0.02,0.03,0.04,0.04,0.01,0.02,0.02,0.01
1577,0.23,0.14,0.43,0.02,0.03,0.08,0.01,0.01,0.03,0.02
1578,0.53,0.16,0.03,0.04,0.04,0.07,0.04,0.03,0.02,0.04
1579,0.34,0.19,0.05,0.11,0.04,0.07,0.03,0.1,0.03,0.04
1580,0.53,0.18,0.02,0.04,0.09,0.06,0.01,0.05,0.02,0.0
1581,0.68,0.13,0.08,0.02,0.01,0.0,0.02,0.05,0.0,0.01
1582,0.57,0.13,0.03,0.04,0.08,0.03,0.01,0.08,0.0,0.03
1583,0.57,0.15,0.04,0.04,0.07,0.01,0.06,0.03,0.02,0.01
1584,0.34,0.12,0.03,0.06,0.13,0.03,0.03,0.16,0.01,0.09
1585,0.34,0.15,0.13,0.04,0.05,0.1,0.06,0.08,0.04,0.01
1586,0.35,0.17,0.13,0.03,0.05,0.14,0.02,0.04,0.05,0.02
1587,0.23,0.22,0.41,0.01,0.02,0.03,0.04,0.02,0.01,0.01
1588,0.26,0.16,0.1,0.08,0.11,0.1,0.02,0.08,0.05,0.04
1589,0.29,0.06,0.11,0.06,0.18,0.14,0.06,0.03,0.07,0.0
1590,0.53,0.03,0.01,0.11,0.03,0.01,0.06,0.15,0.01,0.06
1591,0.15,0.12,0.36,0.04,0.07,0.15,0.02,0.05,0.03,0.01
1592,0.59,0.03,0.02,0.05,0.14,0.09,0.02,0.05,0.0,0.01
1593,0.13,0.05,0.64,0.01,0.01,0.04,0.03,0.02,0.06,0.01
1594,0.54,0.07,0.03,0.04,0.07,0.04,0.06,0.1,0.01,0.04
1595,0.33,0.15,0.24,0.02,0.06,0.04,0.06,0.05,0.02,0.03
1596,0.71,0.03,0.02,0.05,0.06,0.02,0.05,0.05,0.0,0.01
1597,0.69,0.03,0.01,0.01,0.05,0.04,0.05,0.1,0.0,0.02
1598,0.41,0.24,0.02,0.11,0.06,0.02,0.08,0.03,0.01,0.02
1599,0.34,0.12,0.2,0.05,0.08,0.05,0.05,0.05,0.04,0.02
1600,0.56,0.09,0.0,0.07,0.06,0.09,0.08,0.03,0.0,0.02
1601,0.18,0.23,0.27,0.03,0.05,0.16,0.06,0.01,0.01,0.0
1602,0.42,0.26,0.04,0.09,0.03,0.09,0.03,0.01,0.02,0.01
1603,0.53,0.09,0.04,0.01,0.13,0.05,0.03,0.09,0.01,0.02
1604,0.32,0.14,0.22,0.03,0.07,0.1,0.01,0.02,0.06,0.03
1605,0.76,0.05,0.0,0.05,0.03,0.03,0.02,0.06,0.0,0.0
1606,0.23,0.09,0.04,0.11,0.18,0.12,0.06,0.06,0.04,0.07
1607,0.38,0.03,0.04,0.05,0.09,0.05,0.06,0.24,0.01,0.05
1608,0.23,0.29,0.09,0.13,0.03,0.09,0.01,0.02,0.09,0.02
1609,0.65,0.09,0.03,0.03,0.05,0.05,0.01,0.02,0.02,0.05
1610,0.71,0.07,0.03,0.02,0.04,0.06,0.02,0.03,0.01,0.01
1611,0.36,0.04,0.05,0.12,0.05,0.14,0.08,0.09,0.03,0.04
1612,0.69,0.07,0.01,0.04,0.03,0.04,0.0,0.09,0.01,0.02
1613,0.45,0.14,0.01,0.11,0.09,0.01,0.1,0.03,0.0,0.06
1614,0.43,0.12,0.07,0.08,0.08,0.14,0.02,0.04,0.0,0.02
1615,0.45,0.11,0.09,0.05,0.03,0.21,0.03,0.0,0.01,0.02
1616,0.27,0.1,0.05,0.11,0.1,0.13,0.13,0.03,0.05,0.03
1617,0.54,0.16,0.01,0.05,0.05,0.03,0.07,0.07,0.0,0.02
1618,0.23,0.33,0.14,0.12,0.05,0.06,0.01,0.04,0.01,0.01
1619,0.78,0.06,0.03,0.01,0.06,0.03,0.0,0.01,0.0,0.02
1620,0.42,0.11,0.09,0.02,0.03,0.18,0.07,0.03,0.02,0.03
1621,0.55,0.12,0.03,0.04,0.03,0.08,0.03,0.08,0.01,0.03
1622,0.51,0.05,0.05,0.03,0.13,0.06,0.01,0.13,0.0,0.03
1623,0.62,0.17,0.03,0.1,0.03,0.01,0.01,0.02,0.0,0.01
1624,0.44,0.06,0.03,0.16,0.16,0.06,0.01,0.07,0.0,0.01
1625,0.29,0.34,0.1,0.07,0.06,0.04,0.02,0.02,0.02,0.04
1626,0.7,0.03,0.0,0.03,0.05,0.02,0.04,0.1,0.01,0.02
1627,0.75,0.1,0.0,0.02,0.05,0.03,0.03,0.0,0.01,0.01
1628,0.63,0.08,0.05,0.06,0.06,0.03,0.02,0.02,0.0,0.05
1629,0.29,0.12,0.28,0.04,0.09,0.03,0.02,0.03,0.07,0.03
1630,0.27,0.08,0.05,0.15,0.09,0.17,0.08,0.09,0.0,0.02
1631,0.31,0.11,0.38,0.05,0.02,0.04,0.02,0.04,0.02,0.01
1632,0.25,0.17,0.04,0.25,0.05,0.02,0.05,0.11,0.01,0.05
1633,0.3,0.05,0.45,0.02,0.01,0.1,0.02,0.02,0.02,0.01
1634,0.32,0.07,0.04,0.13,0.13,0.06,0.08,0.13,0.01,0.03
1635,0.67,0.12,0.01,0.04,0.03,0.0,0.03,0.09,0.01,0.0
1636,0.47,0.1,0.04,0.07,0.08,0.08,0.05,0.08,0.01,0.02
1637,0.78,0.04,0.02,0.03,0.03,0.04,0.02,0.02,0.0,0.02
1638,0.75,0.02,0.04,0.04,0.04,0.01,0.03,0.06,0.0,0.01
1639,0.72,0.12,0.04,0.03,0.02,0.04,0.01,0.01,0.0,0.01
1640,0.28,0.05,0.38,0.02,0.02,0.14,0.0,0.03,0.06,0.02
1641,0.69,0.09,0.03,0.06,0.02,0.05,0.01,0.02,0.02,0.01
1642,0.23,0.24,0.13,0.04,0.06,0.12,0.03,0.01,0.09,0.05
1643,0.63,0.09,0.02,0.04,0.02,0.07,0.05,0.03,0.0,0.05
1644,0.41,0.14,0.05,0.1,0.08,0.11,0.02,0.03,0.04,0.02
1645,0.41,0.15,0.14,0.06,0.03,0.13,0.01,0.02,0.04,0.01
1646,0.4,0.22,0.06,0.08,0.04,0.05,0.04,0.09,0.01,0.01
1647,0.58,0.12,0.02,0.07,0.04,0.06,0.03,0.05,0.0,0.03
1648,0.75,0.04,0.02,0.03,0.06,0.02,0.01,0.05,0.0,0.02
1649,0.7,0.04,0.03,0.05,0.05,0.01,0.02,0.06,0.02,0.02
1650,0.52,0.1,0.07,0.02,0.06,0.08,0.04,0.08,0.02,0.01
1651,0.42,0.05,0.01,0.06,0.07,0.15,0.03,0.16,0.03,0.02
1652,0.6,0.08,0.07,0.05,0.04,0.06,0.01,0.04,0.01,0.04
1653,0.49,0.07,0.04,0.04,0.12,0.07,0.02,0.12,0.01,0.02
1654,0.29,0.32,0.11,0.05,0.03,0.06,0.01,0.04,0.06,0.03
1655,0.64,0.03,0.02,0.0,0.05,0.11,0.02,0.12,0.0,0.01
1656,0.2,0.38,0.15,0.01,0.03,0.13,0.04,0.0,0.06,0.0
1657,0.64,0.08,0.02,0.05,0.03,0.0,0.06,0.1,0.0,0.02
1658,0.71,0.06,0.04,0.03,0.04,0.05,0.01,0.05,0.0,0.01
1659,0.45,0.12,0.04,0.08,0.02,0.09,0.06,0.07,0.04,0.03
1660,0.43,0.09,0.05,0.12,0.12,0.07,0.02,0.06,0.02,0.02
1661,0.44,0.25,0.13,0.05,0.01,0.04,0.02,0.03,0.02,0.01
1662,0.15,0.33,0.14,0.12,0.03,0.14,0.01,0.02,0.06,0.0
1663,0.44,0.04,0.03,0.06,0.1,0.07,0.03,0.16,0.01,0.06
1664,0.33,0.09,0.23,0.05,0.08,0.07,0.05,0.06,0.0,0.04
1665,0.59,0.09,0.05,0.09,0.1,0.01,0.02,0.03,0.01,0.01
1666,0.46,0.07,0.05,0.05,0.08,0.06,0.02,0.19,0.0,0.02
1667,0.71,0.18,0.05,0.0,0.02,0.0,0.02,0.01,0.0,0.01
1668,0.44,0.18,0.08,0.08,0.03,0.08,0.06,0.03,0.01,0.01
1669,0.76,0.03,0.02,0.05,0.02,0.03,0.03,0.05,0.01,0.0
1670,0.41,0.1,0.03,0.12,0.09,0.1,0.03,0.08,0.01,0.03
1671,0.71,0.06,0.05,0.03,0.05,0.03,0.03,0.02,0.01,0.01
1672,0.58,0.08,0.03,0.05,0.07,0.05,0.05,0.06,0.01,0.02
1673,0.61,0.06,0.03,0.03,0.08,0.06,0.04,0.08,0.01,0.0
1674,0.66,0.06,0.02,0.05,0.07,0.04,0.03,0.03,0.0,0.04
1675,0.77,0.08,0.01,0.03,0.05,0.03,0.01,0.01,0.01,0.0
1676,0.5,0.08,0.02,0.05,0.05,0.09,0.02,0.15,0.02,0.02
1677,0.5,0.18,0.05,0.04,0.04,0.09,0.05,0.03,0.01,0.01
1678,0.26,0.06,0.34,0.03,0.03,0.08,0.03,0.05,0.08,0.04
1679,0.33,0.14,0.1,0.1,0.09,0.14,0.05,0.01,0.02,0.02
1680,0.35,0.09,0.06,0.11,0.05,0.14,0.07,0.06,0.01,0.06
1681,0.42,0.21,0.03,0.07,0.09,0.04,0.06,0.06,0.0,0.02
1682,0.7,0.12,0.02,0.02,0.01,0.04,0.03,0.04,0.01,0.01
1683,0.67,0.08,0.01,0.04,0.05,0.01,0.03,0.08,0.0,0.03
1684,0.61,0.03,0.03,0.07,0.07,0.06,0.02,0.07,0.0,0.04
1685,0.35,0.16,0.05,0.14,0.05,0.14,0.05,0.01,0.04,0.01
1686,0.35,0.14,0.21,0.04,0.03,0.09,0.04,0.07,0.02,0.01
1687,0.27,0.07,0.03,0.07,0.13,0.16,0.05,0.14,0.04,0.04
1688,0.28,0.29,0.13,0.09,0.0,0.09,0.04,0.01,0.04,0.03
1689,0.55,0.09,0.05,0.05,0.1,0.04,0.01,0.05,0.01,0.05
1690,0.66,0.11,0.04,0.06,0.03,0.04,0.01,0.02,0.02,0.01
1691,0.44,0.09,0.11,0.03,0.12,0.06,0.04,0.08,0.01,0.02
1692,0.3,0.28,0.11,0.13,0.04,0.06,0.04,0.01,0.02,0.01
1693,0.47,0.15,0.06,0.05,0.07,0.07,0.03,0.07,0.02,0.01
1694,0.27,0.09,0.18,0.08,0.04,0.12,0.03,0.01,0.16,0.02
1695,0.72,0.11,0.02,0.03,0.03,0.03,0.01,0.04,0.0,0.01
1696,0.15,0.19,0.39,0.03,0.03,0.09,0.04,0.04,0.03,0.01
1697,0.32,0.27,0.15,0.08,0.04,0.05,0.02,0.03,0.04,0.0
1698,0.51,0.01,0.03,0.05,0.07,0.08,0.03,0.14,0.06,0.02
1699,0.44,0.12,0.01,0.08,0.04,0.08,0.04,0.09,0.04,0.06
1700,0.5,0.09,0.03,0.06,0.05,0.12,0.05,0.06,0.0,0.04
1701,0.7,0.08,0.01,0.04,0.03,0.01,0.03,0.07,0.02,0.01
1702,0.38,0.15,0.17,0.03,0.07,0.12,0.02,0.02,0.03,0.01
1703,0.58,0.26,0.05,0.02,0.04,0.05,0.0,0.0,0.0,0.0
1704,0.29,0.28,0.05,0.08,0.02,0.14,0.02,0.05,0.03,0.04
1705,0.73,0.1,0.02,0.02,0.05,0.02,0.01,0.04,0.01,0.0
1706,0.51,0.1,0.03,0.11,0.05,0.08,0.02,0.05,0.03,0.02
1707,0.25,0.17,0.16,0.09,0.05,0.13,0.09,0.03,0.02,0.01
1708,0.42,0.1,0.09,0.04,0.08,0.04,0.05,0.1,0.03,0.05
1709,0.38,0.22,0.09,0.06,0.04,0.11,0.01,0.02,0.05,0.02
1710,0.82,0.01,0.0,0.02,0.05,0.01,0.0,0.06,0.01,0.02
1711,0.52,0.07,0.04,0.03,0.05,0.07,0.06,0.14,0.01,0.01
1712,0.57,0.08,0.06,0.09,0.04,0.05,0.02,0.06,0.01,0.02
1713,0.23,0.09,0.35,0.01,0.06,0.06,0.06,0.04,0.08,0.02
1714,0.33,0.18,0.16,0.02,0.03,0.17,0.0,0.07,0.01,0.03
1715,0.48,0.08,0.04,0.06,0.06,0.11,0.02,0.13,0.0,0.02
1716,0.75,0.06,0.0,0.02,0.0,0.02,0.04,0.07,0.03,0.01
1717,0.49,0.03,0.13,0.03,0.07,0.12,0.03,0.07,0.01,0.02
1718,0.32,0.12,0.06,0.07,0.07,0.08,0.03,0.1,0.1,0.05
1719,0.27,0.11,0.19,0.08,0.04,0.12,0.05,0.03,0.08,0.03
1720,0.27,0.32,0.11,0.05,0.03,0.15,0.0,0.0,0.06,0.01
1721,0.28,0.39,0.12,0.06,0.02,0.05,0.02,0.02,0.04,0.0
1722,0.36,0.22,0.07,0.05,0.03,0.07,0.04,0.05,0.05,0.06
1723,0.53,0.14,0.03,0.06,0.09,0.05,0.04,0.03,0.0,0.03
1724,0.61,0.09,0.04,0.03,0.09,0.04,0.02,0.02,0.0,0.06
1725,0.78,0.05,0.06,0.02,0.0,0.03,0.03,0.01,0.01,0.01
1726,0.54,0.05,0.06,0.05,0.03,0.08,0.03,0.09,0.01,0.06
1727,0.59,0.06,0.01,0.06,0.03,0.06,0.02,0.13,0.04,0.0
